sku,collection,series,color,size,sub_variant,height_in,width_in,depth_in,top_type,base_only_price_usd,with_top_and_sink_price_usd,single_price_usd,product_overview,hardware_options,available_top_colors,optional_features,series_available_sizes,series_depth_in,dimensions_note,catalog_page,image_url,image_filename
CATALINA_NATURAL-OAK_30,Signature,Catalina,Natural Oak,"30""",,34,30,22,Quartz,1700,2300,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded White Oak Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,9,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Natural_Oak_30_x_p09_x37.jpg,Catalina_Natural_Oak_30_x_p09_x37.jpg
CATALINA_NATURAL-OAK_36_OFF-CENTER-SINK-LEFT-SIDE,Signature,Catalina,Natural Oak,"36""",Off Center Sink Left Side,34,36,22,Quartz,1850,2500,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded White Oak Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,9,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Natural_Oak_36_Off_Center_Sink_Left_Side_p09_x39.jpg,Catalina_Natural_Oak_36_Off_Center_Sink_Left_Side_p09_x39.jpg
CATALINA_NATURAL-OAK_48,Signature,Catalina,Natural Oak,"48""",,34,48,22,Quartz,2550,3400,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded White Oak Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,9,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Natural_Oak_48_x_p09_x41.jpg,Catalina_Natural_Oak_48_x_p09_x41.jpg
CATALINA_NATURAL-OAK_60_DOUBLE-BOWLS,Signature,Catalina,Natural Oak,"60""",Double Bowls,34,60,22,Quartz,2750,4000,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded White Oak Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,9,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Natural_Oak_60_Double_Bowls_p09_x43.jpg,Catalina_Natural_Oak_60_Double_Bowls_p09_x43.jpg
CATALINA_WALNUT_30,Signature,Catalina,Walnut,"30""",,34,30,22,Quartz,1700,2300,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded Walnut Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,11,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Walnut_30_x_p11_x51.jpg,Catalina_Walnut_30_x_p11_x51.jpg
CATALINA_WALNUT_36_OFF-CENTER-SINK-LEFT-SIDE,Signature,Catalina,Walnut,"36""",Off Center Sink Left Side,34,36,22,Quartz,1850,2500,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded Walnut Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,11,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Walnut_36_Off_Center_Sink_Left_Side_p11_x53.jpg,Catalina_Walnut_36_Off_Center_Sink_Left_Side_p11_x53.jpg
CATALINA_WALNUT_48,Signature,Catalina,Walnut,"48""",,34,48,22,Quartz,2550,3400,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded Walnut Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,11,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Walnut_48_x_p11_x55.jpg,Catalina_Walnut_48_x_p11_x55.jpg
CATALINA_WALNUT_60_DOUBLE-BOWLS,Signature,Catalina,Walnut,"60""",Double Bowls,34,60,22,Quartz,2750,4000,,Solid Wood Legs and Dovetail Drawer Construction | Real Wood Reeded Walnut Doors with an HDF Frame | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,Black,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 48”, and 60”",22,,11,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Catalina_Walnut_60_Double_Bowls_p11_x57.jpg,Catalina_Walnut_60_Double_Bowls_p11_x57.jpg
PALOMA_WHITE_24,Signature,Paloma,White,"24""",,34,24,22,Quartz,1100,1550,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,14,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_White_24_x_p14_x90.jpg,Paloma_White_24_x_p14_x90.jpg
PALOMA_WHITE_30,Signature,Paloma,White,"30""",,34,30,22,Quartz,1400,2000,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,14,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_White_30_x_p14_x88.jpg,Paloma_White_30_x_p14_x88.jpg
PALOMA_WHITE_36_OFF-CENTER-SINK-LEFT-SIDE,Signature,Paloma,White,"36""",Off Center Sink Left Side,34,36,22,Quartz,1550,2200,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,14,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_White_36_Off_Center_Sink_Left_Side_p14_x883.jpg,Paloma_White_36_Off_Center_Sink_Left_Side_p14_x883.jpg
PALOMA_WHITE_42,Signature,Paloma,White,"42""",,34,42,22,Quartz,2000,2750,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,14,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_White_42_x_p14_x86.jpg,Paloma_White_42_x_p14_x86.jpg
PALOMA_WHITE_48,Signature,Paloma,White,"48""",,34,48,22,Quartz,2100,2950,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,15,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_White_48_x_p15_x99.jpg,Paloma_White_48_x_p15_x99.jpg
PALOMA_WHITE_60_DOUBLE-BOWL,Signature,Paloma,White,"60""",Double Bowl,34,60,22,Quartz,2300,3550,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,15,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_White_60_Double_Bowl_p15_x97.jpg,Paloma_White_60_Double_Bowl_p15_x97.jpg
PALOMA_WHITE_72,Signature,Paloma,White,"72""",,34,72,22,Quartz,2450,3800,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,15,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_White_72_x_p15_x95.jpg,Paloma_White_72_x_p15_x95.jpg
PALOMA_DARK-GRAY_24,Signature,Paloma,Dark Gray,"24""",,34,24,22,Quartz,1100,1550,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,16,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_Dark_Gray_24_x_p16_x108.jpg,Paloma_Dark_Gray_24_x_p16_x108.jpg
PALOMA_DARK-GRAY_30,Signature,Paloma,Dark Gray,"30""",,34,30,22,Quartz,1400,2000,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,16,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_Dark_Gray_30_x_p16_x106.jpg,Paloma_Dark_Gray_30_x_p16_x106.jpg
PALOMA_DARK-GRAY_36_OFF-CENTER-SINK-LEFT-SIDE,Signature,Paloma,Dark Gray,"36""",Off Center Sink Left Side,34,36,22,Quartz,1550,2200,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,16,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_Dark_Gray_36_Off_Center_Sink_Left_Side_p16_x880.jpg,Paloma_Dark_Gray_36_Off_Center_Sink_Left_Side_p16_x880.jpg
PALOMA_DARK-GRAY_42,Signature,Paloma,Dark Gray,"42""",,34,42,22,Quartz,2000,2750,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,16,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_Dark_Gray_42_x_p16_x104.jpg,Paloma_Dark_Gray_42_x_p16_x104.jpg
PALOMA_DARK-GRAY_48,Signature,Paloma,Dark Gray,"48""",,34,48,22,Quartz,2100,2950,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,17,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_Dark_Gray_48_x_p17_x117.jpg,Paloma_Dark_Gray_48_x_p17_x117.jpg
PALOMA_DARK-GRAY_60_DOUBLE-BOWL,Signature,Paloma,Dark Gray,"60""",Double Bowl,34,60,22,Quartz,2300,3550,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,17,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_Dark_Gray_60_Double_Bowl_p17_x115.jpg,Paloma_Dark_Gray_60_Double_Bowl_p17_x115.jpg
PALOMA_DARK-GRAY_72,Signature,Paloma,Dark Gray,"72""",,34,72,22,Quartz,2450,3800,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","24”, 30”, 36”, 42, 48, 60”, and 72”",22,,17,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Paloma_Dark_Gray_72_x_p17_x113.jpg,Paloma_Dark_Gray_72_x_p17_x113.jpg
ASHLEY_NAVY-BLUE_30,Signature,Ashley,Navy Blue,"30""",,34,30,22,Quartz,1550,2150,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,20,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Navy_Blue_30_x_p20_x150.jpg,Ashley_Navy_Blue_30_x_p20_x150.jpg
ASHLEY_NAVY-BLUE_36_OFF-CENTER-SINK-LEFT-SIDE,Signature,Ashley,Navy Blue,"36""",Off Center Sink Left Side,34,36,22,Quartz,1700,2350,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,20,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Navy_Blue_36_Off_Center_Sink_Left_Side_p20_x148.jpg,Ashley_Navy_Blue_36_Off_Center_Sink_Left_Side_p20_x148.jpg
ASHLEY_NAVY-BLUE_42,Signature,Ashley,Navy Blue,"42""",,34,42,22,Quartz,2150,2900,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,20,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Navy_Blue_42_x_p20_x146.jpg,Ashley_Navy_Blue_42_x_p20_x146.jpg
ASHLEY_NAVY-BLUE_48,Signature,Ashley,Navy Blue,"48""",,34,48,22,Quartz,2250,3100,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,20,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Navy_Blue_48_x_p20_x144.jpg,Ashley_Navy_Blue_48_x_p20_x144.jpg
ASHLEY_NAVY-BLUE_60_DOUBLE-BOWLS,Signature,Ashley,Navy Blue,"60""",Double Bowls,34,60,22,Quartz,2400,3650,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,21,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Navy_Blue_60_Double_Bowls_p21_x155.jpg,Ashley_Navy_Blue_60_Double_Bowls_p21_x155.jpg
ASHLEY_NAVY-BLUE_60_SINGLE-BOWL,Signature,Ashley,Navy Blue,"60""",Single Bowl,34,60,22,Quartz,2400,3650,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,21,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Navy_Blue_60_Single_Bowl_p21_x159.jpg,Ashley_Navy_Blue_60_Single_Bowl_p21_x159.jpg
ASHLEY_NAVY-BLUE_72,Signature,Ashley,Navy Blue,"72""",,34,72,22,Quartz,2650,4000,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,21,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Navy_Blue_72_x_p21_x157.jpg,Ashley_Navy_Blue_72_x_p21_x157.jpg
ASHLEY_NATURAL-OAK_30,Signature,Ashley,Natural Oak,"30""",,34,30,22,Quartz,1650,2250,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,22,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Natural_Oak_30_x_p22_x170.jpg,Ashley_Natural_Oak_30_x_p22_x170.jpg
ASHLEY_NATURAL-OAK_36_OFF-CENTER-SINK-LEFT-SIDE,Signature,Ashley,Natural Oak,"36""",Off Center Sink Left Side,34,36,22,Quartz,1800,2450,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,22,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Natural_Oak_36_Off_Center_Sink_Left_Side_p22_x168.jpg,Ashley_Natural_Oak_36_Off_Center_Sink_Left_Side_p22_x168.jpg
ASHLEY_NATURAL-OAK_42,Signature,Ashley,Natural Oak,"42""",,34,42,22,Quartz,2300,3050,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,22,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Natural_Oak_42_x_p22_x166.jpg,Ashley_Natural_Oak_42_x_p22_x166.jpg
ASHLEY_NATURAL-OAK_48,Signature,Ashley,Natural Oak,"48""",,34,48,22,Quartz,2500,3350,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,22,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Natural_Oak_48_x_p22_x164.jpg,Ashley_Natural_Oak_48_x_p22_x164.jpg
ASHLEY_NATURAL-OAK_60_DOUBLE-BOWLS,Signature,Ashley,Natural Oak,"60""",Double Bowls,34,60,22,Quartz,2700,3950,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,23,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Natural_Oak_60_Double_Bowls_p23_x175.jpg,Ashley_Natural_Oak_60_Double_Bowls_p23_x175.jpg
ASHLEY_NATURAL-OAK_60_SINGLE-BOWL,Signature,Ashley,Natural Oak,"60""",Single Bowl,34,60,22,Quartz,2700,3950,,Solid Wood Legs and Dovetail Drawer Construction | HDF Doors and Frame to Minimize Paint Cracks (Blue & White) | Real Wood Veneer Doors with an HDF Frame (Natural Oak) | 3/4” Thick Quartz Countertop with a 3” Matching Backsplash | Soft Close Doors and Dovetail Drawers with German-Made Hettich Hardware,,Cashmere Quartz Top; Pure White Quartz Top,"Side Splash (3"" x 21-1/4""); 3-Hole Countertop (4"" or 8"" Spread)","30”, 36”, 42, 48”, 60” Single Bowl, 60” Double Bowls, and 72”",22,,23,https://raw.githubusercontent.com/arzL2o/otto-home-goods-catalog-2025/main/images/Ashley_Natural_Oak_60_Single_Bowl_p23_x179.jpg,Ashley_Natural_Oak_60_Single_Bowl_p23_x179.jpg
